owner,amount_ui,amount_raw,classification
jow1E5QQQd3EeWwpcdMBByysuSnmVazAJbkFGZTZsd6,15.1189131,1511891310,REAL_HOLDER
YJ3uEp3SjWvj8bwMtQER9PvUh9WKG5BmENVgrCAbMc8,15.09097017,1509097017,REAL_HOLDER
Hn71JwuWcHnn1ndZsDv5mT7gQBaqF67V5Z1sH97TPrNo,15.08261736,1508261736,REAL_HOLDER
9j3iFkor2Bug81DCBRMnWERq8Urtd3azmWBo4dTWqBEP,15.07958677,1507958677,REAL_HOLDER
3FtKkgvs2KmCv9zW9TLtoNwjbwKhCmYTKqiwCjycX1hD,15.04705076,1504705076,REAL_HOLDER
8mVjJ62tEkrgDj6pGoCozMRrDYpVuYDg5X9QgvPMgfg7,15.01626396,1501626396,REAL_HOLDER
BXy7JRc27tRo9CHQQzMcqafUGjtDHkqvQoFcKoh6wmFv,15.00548554,1500548554,REAL_HOLDER
9NDCt7fBqp6cQmTeVtWFFySQLWwMYVWZtZGthVJWLggd,14.997,1499700000,REAL_HOLDER
3rtzo2X9oRL8RxvXVtCRBV5etEwfNJEfnQjKfxAgCzf7,14.87530675,1487530675,REAL_HOLDER
ATTd5DEboLhtyYaZNHVaFi9sJe4FkM3h4x2B6qLLB5Cj,14.84099824,1484099824,REAL_HOLDER
7k4B7jqvyHsJd3BsKm8JPsxs969CG1m4xNTKEg8H3ypP,14.73522329,1473522329,REAL_HOLDER
FfNqdfPHrY4WNzhVwzNra7wPtEXBP5iNLNpih3K391A2,14.71176804,1471176804,REAL_HOLDER
6r2Lkza8gE3BEsMUuar76G1W7TnuHhZMMHF2ic3gxdcG,14.70968884,1470968884,REAL_HOLDER
81VQP5YNaqQ1y2zWheh7QL6JE1hDiktmNUnXa9XVMURJ,14.70411552,1470411552,REAL_HOLDER
477qPqeUYGJAK5DR6UE9dkBxNJFxJyfVpKVK1HGKn8vC,14.64151024,1464151024,REAL_HOLDER
GuBeRYNcB6QFtrPgfnrGSE4w3bFxVpz5Gg1B9FATjZgS,14.59827492,1459827492,REAL_HOLDER
9Ez7yq1RQfNNit6utQap62YS3CQzNJRjkR8dKSAHevbL,14.56279629,1456279629,REAL_HOLDER
Fu7nm8SMgmhucQLGzvoJPCm7imAekW6V664KndfRYS3F,14.54147316,1454147316,REAL_HOLDER
BVgSPy1vPD2PppPtLJ6qrumhApQLVJChMBDwc5rqT6xc,14.31138279,1431138279,REAL_HOLDER
JCZjJcmuWidrj5DwuJBxwqHx7zRfiBAp6nCLq3zYmBxd,14.13711582,1413711582,REAL_HOLDER
GHcmjpWiXXYDAv2jeQAaZwxQLCdkbyB38dYvuUguou5T,14.10538802,1410538802,REAL_HOLDER
J7jBM31USZzGPZGepFDekFxfSivewjyAXqrPCJ8KkoqZ,14.07946726,1407946726,REAL_HOLDER
8WdZxBUrTdRqadpRBeohpPVTMiDgFztX7hU2n1epC8vy,14.02008552,1402008552,REAL_HOLDER
2HnFWzjwiYMkMchGpHLKPmPKwTSXoEbJ1Rh2KuhYA2Sr,13.68392836,1368392836,REAL_HOLDER
CqAif7QP1BAqGWsbZWcntzuoUbjFqvzLHKnTDNp8opST,13.62995577,1362995577,REAL_HOLDER
8EwKMpZVQVCAxSNKwuXidU3gZbDw1c7soUnUenzXR5qC,13.61252131,1361252131,REAL_HOLDER
6ETQ6krEgJq8vedEGRmDSieRTyToLmST8gJDhiapR5Ug,13.46889122,1346889122,REAL_HOLDER
CbgQmcVWw15FSk5eZz3FffMozKnBUocDacwzFR6fGPdC,13.44409579,1344409579,REAL_HOLDER
eU39ooM9FipR58stfF3h6vCEjRruxKHDiHk2d5sMcQX,13.30386599,1330386599,REAL_HOLDER
Hg5s6g5Umzh5dLgVJEdV8X7PWx4qwz8PEfSeZ6VLnK2,13.1049007,1310490070,REAL_HOLDER
AFNwmXSrCQNbWSgKQEqaHUKcYVAEktF2S72szhuiJr42,13.07105898,1307105898,REAL_HOLDER
vhZMyjdsEVctWeRRj1MHzf1FriNJFhqqeZtoAQtkAJV,13.01747141,1301747141,REAL_HOLDER
HkkRPrK2nUcrBFb8xRy6yzKiDXXEeYZKRPyk19VSg3mT,12.94012342,1294012342,REAL_HOLDER
BbSfezg58CtCHHE2eMGQUZq3JYyKMQkc38y8EPMsHGb2,12.92483482,1292483482,REAL_HOLDER
AAYF4NfZmPagPVU9hUY2AMksWY8yKTrK2njuzrMmiu3y,12.89121187,1289121187,REAL_HOLDER
BXdKxJWU3bSDZefHJ4W5zmFsH6qY4cffb8hawT3X6NJe,12.67739153,1267739153,REAL_HOLDER
8h5CyobUGigqr8Ns3oX8gXD3wk2si5JucBoqi6FAX1k9,12.45088201,1245088201,REAL_HOLDER
5vghPQ3HVTjRBRueWwfJxdVod6UBhF1sMnxAtSt6tfTU,12.42919014,1242919014,REAL_HOLDER
6qLhTfBRMDRnCydPfBUeMPvvQX1Hnjy2BWTsHjU8mhRi,12.29297995,1229297995,REAL_HOLDER
9agGnQVZSsbFq2pYXxA1RVbeCNM62u6HTyKgdvWAfyr6,12.15202167,1215202167,REAL_HOLDER
H3M2NKug6Rz1SLeHwS8UyvsbZs6NxkboUHiyjqWUfcma,11.94946001,1194946001,REAL_HOLDER
B3Ud9DZi1KijWrTFSrwy3Tncjk4MJCTdZ1mVsqveSxN3,11.94618156,1194618156,REAL_HOLDER
8jAEMy4k9EMfeqTdBB3aTM89xntsx9Le2i7o1K5Grj7u,11.93255089,1193255089,REAL_HOLDER
7sS7UuhckKqwDnnRJatNhW8FHGGFg8fCrENHs2qEV99m,11.83391393,1183391393,REAL_HOLDER
44RWpJ9YBvsHw6p9bi8diTCCUE7XEWuwGKNryxFNMdpi,11.82957047,1182957047,REAL_HOLDER
GCKKC1PDUAV9sx2G2HUSdSSyoWehiMwXXU7daAfcin9P,11.79086337,1179086337,REAL_HOLDER
2Zx3RBXZqKTZbS7sZR7tibA5VN2FqJTnpfv7fQ5hRdkL,11.7849501,1178495010,REAL_HOLDER
5WvhzUKUx4KobxRYuCk1LLatByJ7w5dTqLEaxnwcJCUU,11.70938846,1170938846,REAL_HOLDER
GoTEpRckrvwGN5dSRVbm48XifkvYdw4GDSmFtochL7b8,11.67161979,1167161979,REAL_HOLDER
BTCrDr55WdRBBUoSvKuV3UN1rfggr73c47YZJ6xYPztu,11.59040764,1159040764,REAL_HOLDER
1337a697ggPX4QY9bqt9xqTG9U1x33Rdnzu3U3MAuAQn,11.46854082,1146854082,REAL_HOLDER
9Ufh1tSTYzSjwMTAczsPoRhtTKqwUvoVywGqPjDd9cP5,11.42186213,1142186213,REAL_HOLDER
FQPhLmu9ipvQjJCsZWEhBMAo9HXua7TTRfG2giKyWKPa,11.37393729,1137393729,REAL_HOLDER
FzExqDDjuQUjxcithaeN8MDTmQ4xvCS3dAcA7pfbHCAC,11.37036,1137036000,REAL_HOLDER
7z1Eg5szvvkT5EdMZ8VWL7KLewqWMdYmkwwi6E55s59N,11.300173,1130017300,REAL_HOLDER
t9zbofd2NFJ98CsGrLHdsimABx5GyLPq4ttqUJrGC7D,11.28368933,1128368933,REAL_HOLDER
FmQpqTFaXknScdk2946NA9AzKGG22bXqUe5zPqqTYpTp,11.12549001,1112549001,REAL_HOLDER
6qgbBSDDuJ2fgBZbAwK3ZawH8WtNmJE7yHAco8dP5WbV,11.05757734,1105757734,REAL_HOLDER
DqYSEL1gv2o2VYB8TPc5gwHnzrUiMREvzYDD7zurvSE9,10.9969982,1099699820,REAL_HOLDER
7WZXwdiaYQGS9vX1GJwXfZffGs3YYoK3xoiUYKFUJkST,10.9857216,1098572160,REAL_HOLDER
3j3Gqgo4af5nvPYSsEpMdSbhNKeAviGyrMQJMGNKBXxm,10.87651867,1087651867,REAL_HOLDER
6cG1YBepzUBKuufZzAWxRgjbBbYuPjvTK8nQPHshqegP,10.87323018,1087323018,REAL_HOLDER
GsCY6n5RY7v3qcDAzGYcDShNzthngVs4So4b5nmVuqSN,10.80968621,1080968621,REAL_HOLDER
6gqv5F1yCCFHzdmRmigUvL7EMiNvZwidVE5LPgJspvnf,10.69959124,1069959124,REAL_HOLDER
GSh36BVBB4pKbfU96Z2Q3AhSgGc4qmEt2T4dh6H1696u,10.47241348,1047241348,REAL_HOLDER
2UjBvQFZevWSLnxPFVgf3vE431JAJxsngXHbPScpJsbt,10.43505587,1043505587,REAL_HOLDER
2nLmfGT8WEQNZtMoAQvAu9ac8bsGzQbVr4jJxjG9KMZP,10.30518075,1030518075,REAL_HOLDER
Hn5sRCcJ9msMzSPMZBtbafcCBQxdJXSUK6Nh9KtPZ97r,10.28249397,1028249397,REAL_HOLDER
8imccuJp4dBH4tnxUUcxywuVg7fv2SurdoZ3RkAv7LGL,10.26505593,1026505593,REAL_HOLDER
8gFF3ucQCAJnKcdLRPFn3sebydk1MRYyJxFf1m6XSTBK,10.24011254,1024011254,REAL_HOLDER
EqSWbZiRiRhGYgujRheVeyuhCJhvEDVWmRuof1K24apK,10.22506998,1022506998,REAL_HOLDER
9R5d825pYCxx58arF4TAKfbFAhTcKGng18VB4EqLA7x6,10.15744079,1015744079,REAL_HOLDER
7f1UXjxu9vKsD1KnJvfUSG73Asaw2q7Ubo49UZq7sKo6,10.10996506,1010996506,REAL_HOLDER
bvXj9BbNPwkzTnuUxfYrrdR7TAAc1QFpF3Y99yX5Rik,10.10662084,1010662084,REAL_HOLDER
EaspmqKscYRPwLWm7JotryCrDsoE9VGMR21UvMKT3av8,10.06480092,1006480092,REAL_HOLDER
CdwVVx5gXNzhKvk2xcnap1sh6iQpS7iK9vehhJyoXuBZ,10.05197808,1005197808,REAL_HOLDER
8bRvVizw8337JRNZtexcjJ1kx3A5QkkYh4xyoJVq8jHc,10.01521546,1001521546,REAL_HOLDER
Gv1Y9pyFsdkrhRDGQDdrvBS2DhesdBgKzGQHeZ6V7ACr,10.00761841,1000761841,REAL_HOLDER
B1Knr6Ce4SMw72YAkUFz16TAqFzqgjJVeuLNhHFHdu47,10.00565931,1000565931,REAL_HOLDER
4RRXYK5K1yQsM4z9hXyjYdHwC7NAXzHzEnQXtRWoDVVR,10.00431691,1000431691,REAL_HOLDER
ANHf9hcDvG9wrWxcKthQkh9ajAeRjX8g4AMzz17fqR3y,10.00292242,1000292242,REAL_HOLDER
3y3aYmyzJWgNMhHkshBSkoXLhLuGv4erNt4oY7BxeEzH,10.00082871,1000082871,REAL_HOLDER
BiBtiDWTSM8mZVquk9swtnXwXhPnvthDHaJkvpXcj6q4,9.9961496,999614960,REAL_HOLDER
7RdBz37QamMn2zHtTj1Cd7iepvEfWDvUVCM2aAr5cfZ5,9.94135444,994135444,REAL_HOLDER
3Z1uqcr7swkSujTGcJHQVdZKuitWWxwmCxyfmjBDWHJb,9.92311071,992311071,REAL_HOLDER
EL11xPJ1mzvQmELX75nWs9VEDxZzXNmydmndKRiJDX5M,9.7487716,974877160,REAL_HOLDER
6LPfyaQapc1oyngnGm9F2ZiDPyi3MgcuAxkfU2swp8uM,9.74574378,974574378,REAL_HOLDER
BXicWqWZijY6A9mSh86H5VivVsSyS7TFCQPZJFLz5mwz,9.62386943,962386943,REAL_HOLDER
7UAH8DKjPbwmttQcXJgn8piqAFtDaWySLmR9zhZWUqjf,9.5692371,956923710,REAL_HOLDER
3VZvAk5qzbjpwtW8hKcdwJgKhyoiqKeobDuiuUehvTGa,9.42540172,942540172,REAL_HOLDER
HVh6wHNBAsG3pq1Bj5oCzRjoWKVogEDHwUHkRz3ekFgt,9.40611991,940611991,REAL_HOLDER
6fXuXYBzNjTAVqv3oaojTz9Ur8pjMubdp5kBod1oYUgq,9.2416525,924165250,REAL_HOLDER
HrmZGuvXK87gatT8n2avUVTm2rSuBn5FNYbzDfcMdz6r,9.23210431,923210431,REAL_HOLDER
59n7PeoWAmeKJX3nKNjBQ3AmHPLGq6tGLWeDLUgopUeT,9.16737712,916737712,REAL_HOLDER
GZCF7iK5G2nB8pm8xHnudTSPc6a5BdLPr9bY2dvyKUFe,9.15940321,915940321,REAL_HOLDER
5Kkwxjge8j44sq5rikpXcpxT7eNPc79jxcgzoPbTLQdz,9.12880089,912880089,REAL_HOLDER
G3rjyQ9ESKGK8AKXoSnsMgUSKjpgSbiDqM8oTpZPLB6x,9.07000449,907000449,REAL_HOLDER
J6n9zpcHXAhB9wpszcLFKep2AaygSGjXa3qTn2X4Ch2y,8.94167593,894167593,REAL_HOLDER
DSvDcJZYziJrBVvc9Bu27h2tiGgYnh7Pb2YwE6ecM8D7,8.82453361,882453361,REAL_HOLDER
EYF6xVtA8EGqjFdx5bgc3i6jMmyr8t6rXMTyqbyvKaW3,8.76509964,876509964,REAL_HOLDER
9Z4wPZuyStFExXoHBNZzF8T7TPS3fpRVzN1cWSzswMJ2,8.74076371,874076371,REAL_HOLDER
FLtFPBu82jNYVWSKMcWpkuc5dMzxciBBp9cMAE28Qe8C,8.67947271,867947271,REAL_HOLDER
9wGmLwMamUjV9JTUFGQ91adnuBMmW7uHF4sFWJqDYV1T,8.61803625,861803625,REAL_HOLDER
8yCo2ahgaC3xddD3BP7K3cYwBNr3pbWpDvoqCGsLJrxf,8.60246551,860246551,REAL_HOLDER
47CUfQd1A4twA6D7LkkjVAmuYtxFi8CSaoaZ92KVZcdf,8.57623899,857623899,REAL_HOLDER
1MgKezRmGD7bvcrdZhTSfRR45wdS4qyprC5vev5PPgE,8.57154198,857154198,REAL_HOLDER
7JPdStJx8C8h33FDmF71fDhqLZh8d6oZXpeHa9h16erw,8.42941168,842941168,REAL_HOLDER
JDqa5KLYh2p2VW8Lsrwd9MezooaE3AeP6cyjhYHdGiz,8.38122551,838122551,REAL_HOLDER
84W8dVwAjzec1QJN6Zw4AAhdbJceLW3Jzr2rpkQvdF8M,8.31334314,831334314,REAL_HOLDER
H22gQw2xcEg7hzLydSv1z18TqTyTrYg9rMJcKLXTAa6U,8.24510207,824510207,REAL_HOLDER
3tVCe8X58mourHvBsuuaAKLzAobwAXw9CfExpFweTDoM,8.19093518,819093518,REAL_HOLDER
3gF7NT24xW5ffGQ1TmKNzpDXBfgSLBGggstSSsCuNKuh,8.13048995,813048995,REAL_HOLDER
96bENfMNfEkeR7EEUDMJiC4n71F3NKPzDa98zDFbwDpa,8.10283645,810283645,REAL_HOLDER
CYhUhWMTgMqp2gj2ULsyR1oKj1P2SrrVrmVky1BstfUv,8.0671282,806712820,REAL_HOLDER
GkZwyWueZz3j6XAHTNeRstqZsjGVFWVtkg5MY6sYTdjk,7.8858437,788584370,REAL_HOLDER
6QgMkncaZMYq51ptYfxq8ewzYx7UyrK3ziXhiieK3YN7,7.8677083,786770830,REAL_HOLDER
HWbgtzgJD9EcbcxtFtwxUzLurWn89fhmdbinjFoTKHAX,7.71585211,771585211,REAL_HOLDER
3UQ4csWEc2wtgCTNmWVByp4yRTr34pCFqH3bxo7EMynB,7.65709741,765709741,REAL_HOLDER
AuU63sWey2DRLQvZzUmAPtmM5f62w97w6uxvZAXc8kYS,7.62431731,762431731,REAL_HOLDER
J13SzGCamDyRxFe7enJQXkjToRQPDes89Jz8c5bgU3Ck,7.595585,759558500,REAL_HOLDER
3cXAa7XJUz8RDCPydm5C9crD6KS147rLYwEHW8RtrKU4,7.57046032,757046032,REAL_HOLDER
6B1FwsrTGQqpUUF1F51yiAmeJkAuy2C5ePJmo6imFCZY,7.56914121,756914121,REAL_HOLDER
2fwwJp7WRVBRgfQ2RfeXcmPAhydwQqf886YGMkSnhc1v,7.5416011,754160110,REAL_HOLDER
2TXBXf2y9SNLSQLxbKrDh3CYDeUGxGi2wiJDCmnvqZVm,7.53141372,753141372,REAL_HOLDER
HbS7feTuC2Nj7HTpLjKzQ6eTQBQtZvmP8cHS66LxZ6na,7.48898361,748898361,REAL_HOLDER
3R9ndNL239W65ZHHMmPTMwQr7LQaxN2HGocYtc7ck4LX,7.41536194,741536194,REAL_HOLDER
3fwPZhsF5XjdMtg8pkVEUsSFZkcmhmdridTX1VH1Wc2c,7.41418845,741418845,REAL_HOLDER
8Z1eePqoG1G8sUpraQ8rRiwR899wM4xJzpdjqTF8i7sS,7.3962435,739624350,REAL_HOLDER
6W2T9UBGBG9zLND8i9uLomZyLBF96crvkyCwkAnLgqQL,7.34864788,734864788,REAL_HOLDER
4N8zVcb9W1NeMxWKFEiPLnhK77DrnF9hZHNX3cobMtXi,7.23442495,723442495,REAL_HOLDER
FUFwd12UWdBEYiDtkzhx4JKppzfXM6uxA3DoBpbW1ucv,7.19498385,719498385,REAL_HOLDER
B8NonLMFo1AQyPARL3ZGz4GLsEFgKDQuaCFh4zSXtjLB,7.18929273,718929273,REAL_HOLDER
HTjh7fksAoiG9u3Ecg4eVcvv6JiAEgeu5QUhnoaPBXyD,7.10086398,710086398,REAL_HOLDER
BbViJqVjLRUvgb8GmiARYTtyx5EwCfNHur3ZrV52PQsL,7.01056196,701056196,REAL_HOLDER
BnCJYPzy4v6GvtcpkFEK14k1RmbiRKUKnRYPvzUwWUnK,7,700000000,REAL_HOLDER
7divb5bxs5pEvQ1gV8etp3tvNzRvq45XpCNgwwjrmgaX,6.9,690000000,REAL_HOLDER
6y2wYcexaSXsCPDvwtbFSRNSAvqnFzhbGGgMyByyd6gF,6.82845903,682845903,REAL_HOLDER
EKv1hUw5uULzmdsFGWWAMFrkAhZArJFLke8RDt6wjk1v,6.78980498,678980498,REAL_HOLDER
2NuNPmUJUPGqeJHUrmfvvkTK56qK5EFV5VzcJdFq8zBm,6.66695506,666695506,REAL_HOLDER
89KXg4QcmEZHowbAec2R7bVhchWRKbp4bso3EJKZbipK,6.66065487,666065487,REAL_HOLDER
2zK3vTbvLXsc4avmUpwznmaRAPTFAgdHzLyhCMCupVaN,6.46650172,646650172,REAL_HOLDER
9zZNkep1anTRX7m8nZ8xJbiNG9PFHeYpSZ8BUKUW8CbW,6.45992862,645992862,REAL_HOLDER
BsATiuA7JAF8BHWcXCLJvDmxbguJFhgmeybWYfEsKF84,6.45930506,645930506,REAL_HOLDER
2QW3Ro8DcqioxQQSXKo83pa2Mz8Ez2cdMtxJ9dZEJR59,6.44918278,644918278,REAL_HOLDER
Gn8dKGEQtNUU62Xnrd9tGy1s44zTcKcowsPFBN7og7HG,6.41096796,641096796,REAL_HOLDER
8dM3b3XHksnRF5uvUXtSShA9cNt5bVgiCkY12JpjmWf4,6.36918504,636918504,REAL_HOLDER
DYeCXL4eNbVpjy2TvQRmRGACJdmZcHt4aCE8AzsTPSQa,6.35327972,635327972,REAL_HOLDER
7Wwati5BVbCqpwnXPx2eiccBF5x5pkAe8T6Q63QEoPcW,6.34292492,634292492,REAL_HOLDER
AJDVV7aqipXsnouAB5vhqfybobL2JL6rfsNpTMeRVH37,6.34157974,634157974,REAL_HOLDER
Gq76CNcqK3pBbdWb4iG3hhYTSe4SPgDnTsK1x8f7kDZJ,6.32445633,632445633,REAL_HOLDER
CdGB4X232ry4fhFNiLnp8L2KzQyQZZe3xpKVimiGGMEC,6.27460602,627460602,REAL_HOLDER
4tBvPLeCbdco18wMjntcPb6KQvmP8Lov73phZnzDGGJK,6.25511093,625511093,REAL_HOLDER
Eo8ttYZZeBqHP7fmBdMgbquPJ4SP4WSY2755QT9Z7pqX,6.25393447,625393447,REAL_HOLDER
Hg9dpcEmhbhVKy3iGmsPLvBzXnBRWzPsyvF117hdo7Fa,6.25164249,625164249,REAL_HOLDER
Bge21mvtYdUy7kCj8uEhk82Kdd7n3qxLFxLPX7cZwzDW,6.24619263,624619263,REAL_HOLDER
6zhekfoLnfdJQrcfoee8nkLvzF2QA2ZjWkmHpTH52dLd,6.23720298,623720298,REAL_HOLDER
7fun3STRGJ99Gn3966bFEr2XhgJJH9TAfvpBYFexXQAw,6.2115209,621152090,REAL_HOLDER
5sXR7wjC4yXqJbETHucQZXogZAGC4EVeULDPN4Skq5sR,6.18409884,618409884,REAL_HOLDER
EQvBW5gMQm4JbfTnBGCtn9WmNjwNkkDkxy77DKTe3qfT,6.17442256,617442256,REAL_HOLDER
61JRqBm1XLJHKHr6JhUQrVtRS232hCPDm2V96TPV8Sia,6.149251,614925100,REAL_HOLDER
7MNE6kfSJzuLyo4USwkAyWCKQtvDhTS7tzDbgowQEsQP,6.14830627,614830627,REAL_HOLDER
2XMeDrSTYJg36yGdfLYsE8UzPrP2hsn48bkTBGY4Xjqv,6.13077973,613077973,REAL_HOLDER
7QdFbZvYbm2Jb28RpHt3UrPZ29Yx6Vjn4CLZzf8C43bq,6.06946889,606946889,REAL_HOLDER
5sjK1CrMgc6P9zM2Fo5NeJiB8gUmabv1xNwFUEpo4JWW,6,600000000,REAL_HOLDER
HNSZ5xZyUvJBQozQiJi9vH8QoxSzWKmy5cBkou3pcCCe,5.96536874,596536874,REAL_HOLDER
3BphewFiQG4rau6KmGCDNnyo5gQVqV4Fy6TaYKCKBKNG,5.95056826,595056826,REAL_HOLDER
G6abWKLFViaRaugbmwF6c4zu8pQ4R1d2fxzu7eEHSaez,5.9320276,593202760,REAL_HOLDER
23nENjH6szPXzKTGXob3kYVKCGxj9SyZpGQz3YqqzkYL,5.92793389,592793389,REAL_HOLDER
HF8hSjnqSa2c8wg2rjzh9pjUDT9pchSDdyskRxbttuAQ,5.92247408,592247408,REAL_HOLDER
CgANddXc7FKSsdLSdFv67X8faZqQaRTeLMXkAVANkZD4,5.85767026,585767026,REAL_HOLDER
77xJ7W7EJJh9h8EnfdgLcxP3Ax9xcNWzXVVNKVvCKn4,5.8306895,583068950,REAL_HOLDER
4cd4BneyJjB6XP2sJdPytuUPYZP916Lf1uWPGoNULs9y,5.80559053,580559053,REAL_HOLDER
BNHwqybrVvmcuy2zu2V2QUofgonHhR13E1siKzS86ACS,5.75624267,575624267,REAL_HOLDER
2aL3ynSY9NZeShRnFJHPzhNbaehi5AgzYZSrta5XShMW,5.75063822,575063822,REAL_HOLDER
DTNDkdUYANQMk9aP5fqKBSo4DWGdTQYidh1njjNhAeCR,5.70357106,570357106,REAL_HOLDER
3hPEL2YsAh4p4vww1fWSQrPKpacHuy4xXHtNy6Ctxuba,5.66006216,566006216,REAL_HOLDER
EL9bk11Us7KLYCY3TQh2FLhxC1tFfqMEwnRYmo6xMECD,5.65632134,565632134,REAL_HOLDER
3pHemBptpHgUCt8di1FVMttrkwr1kmJXvTpa4DR8Cimu,5.63657613,563657613,REAL_HOLDER
5zLHtk4kEyjStKdVFhPHPzLcuWJjw28weSsXFcAppvYP,5.63272603,563272603,REAL_HOLDER
9cvKkMYPteboB13SHd9dVRzuhrswUzLTwFGM6em6jeqU,5.62334934,562334934,REAL_HOLDER
3VHzFq9xd53n84Nw91nVzAn4Gm7dgsUYqYhqUNRku2y9,5.60247403,560247403,REAL_HOLDER
6JbinNwu2esmBNfhWai5a4Rt1Jzegjj17DCQjQvfEqfH,5.56653597,556653597,REAL_HOLDER
DpSgGpZ4bEX85Fjh9cznPrEVGY6QAHMidYE8Tm58sHu5,5.56012936,556012936,REAL_HOLDER
C899xSy71YkfMxbSj9JBdPCh6d2FWxEhNtCdv4XeP5kM,5.49176975,549176975,REAL_HOLDER
2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC,5.48238364,548238364,REAL_HOLDER
DWEV92Mbz5mWUvCyqjKaKsxtPHkAyXPjt6t8HBdvfFJZ,5.42858156,542858156,REAL_HOLDER
HmqJUtk3NXU425YSiCpwgT3fDoM79kWPYRAT7xrsoDA8,5.40595243,540595243,REAL_HOLDER
Eh65R1mDRc8h8Nrdz4gRS8RgWHaepqiXY4Dqw2RLUs2p,5.39603932,539603932,REAL_HOLDER
FJ8UhhvdSMftyjx7AkF76r3x4U8Asxx5w524mb7H5ktx,5.39316653,539316653,REAL_HOLDER
8eyeaUc3SKhbs4HzW4sbxhQBNqRrtVitxfvCjuJbzB1J,5.36003583,536003583,REAL_HOLDER
9seByFhino39xvRck8WXLGSDLdSnHw4U15QyPFKeFBsy,5.34864697,534864697,REAL_HOLDER
MGgLWt26XQirZeuD1nKrtAaSV8wo2QWf3YQ8dKawant,5.33621948,533621948,REAL_HOLDER
HKtU9QE5gcpRqQYsEQbZ6katziNFTaFeGsRGEuKMdpGd,5.31537607,531537607,REAL_HOLDER
GHcQScp19NWNWLfAoX9guT3EZEFf14uUfdKvdQVgxzQo,5.31535659,531535659,REAL_HOLDER
3LkGTjNsF2zWc2ddBPHYyEJJZKqbdHJDgfjztxnjwL5R,5.28037768,528037768,REAL_HOLDER
GzpEiHRzXM6CYojtPytvV9V54nRgYCueUNvfCMfV8ExU,5.13151412,513151412,REAL_HOLDER
DB9aeqfxAfCXZEApNZaCB44P3RCp9tnHbSZHfnSYchrN,5.11610233,511610233,REAL_HOLDER
9nEiZhZfiWtVjaohjSRR6iW5wFHuQkXY8N1nRGF6DnTq,5.08179066,508179066,REAL_HOLDER
AR1psSC7JpcY7hkK3vRprNe4Nd5t52unKSzyTSpNvFkV,5.0640959,506409590,REAL_HOLDER
8kVVNq4zroXc4ry1AWxpgCiCc6gSHwoteWaX6iZriQJM,5.03361832,503361832,REAL_HOLDER
HG5PBDAkKTEJ6RrWkARQhB56GiU12NJKmfMbWMqKSX1v,5.00559535,500559535,REAL_HOLDER
GqNSPmi69VfsEePYT2FoGeGxiMDxvrzj1CW8CcK1rE2p,5.00335,500335000,REAL_HOLDER
819pRoJXuJwJdNGxRvSZJSvb6cQHojspqTBkrzejKc6j,5,500000000,REAL_HOLDER
FXDgwDuvyZpqXjj8R38Ecwb9HHQos1wWkJzhePsB4C5U,5,500000000,REAL_HOLDER
4F8g6pCBAo3KWEBai8EZbrQ8bVcYG3kxRrAGsDCTDWFL,5,500000000,REAL_HOLDER
4mKSQAzGZyfchVCbaQXfRcjxRDXjWkfpVy3hDoLgVfA1,5,500000000,REAL_HOLDER
2hvt2WJgpoMF8ufg81VW1ZsdojiuvsmxcDD4DqcS5UR8,4.9894976,498949760,REAL_HOLDER
DvyW8RdY6Pz1TnpeG5VLKnQiBp2vtdtUAYNJ1L8jA7es,4.98702119,498702119,REAL_HOLDER
8F4Kn8HPHwzAs9Te9GS43smwhcAzWwpg6CPV3DyNkD8c,4.94651769,494651769,REAL_HOLDER
GQruP2GATDsYRPeKtaQv9t8iBQvxUvaBHRi7eYwJQpHF,4.92121295,492121295,REAL_HOLDER
2vPdM1u5SGteybha7fXGvHSiDPAB9mH8wDPNfrhMgy5L,4.82730919,482730919,REAL_HOLDER
CZDxsLqFj8VZ5djMJJxisRk76UypgS3w3qxPooQ2oHaZ,4.81301652,481301652,REAL_HOLDER
9WKVUMAoByQujQmkLYmHc7hqk4rpxF7T68gtYq1qyCvu,4.80011058,480011058,REAL_HOLDER
D9JvTph3xqKxaXq87GWVHsjrNG1j1XUdfQHfVGF7ynnq,4.75292303,475292303,REAL_HOLDER
Fyw4sEN2RrzvAbDxxTHwcUNRRCbisEW68N37QJQcSj7s,4.70431939,470431939,REAL_HOLDER
4FyQkG5wKhew9kZNjXzGF5FJgLNuPFyizZbRMzit2Joq,4.67340025,467340025,REAL_HOLDER
C5Wn14GXPReZsFsZUJkDdgfVGJYoU5YhRPdYxkLiFRiq,4.66763914,466763914,REAL_HOLDER
6T9JeBEFpYGwb2H3VjEnnCxfrE4nBK3wGqkdRz5dzUNE,4.65876704,465876704,REAL_HOLDER
9PxHQK86nJXzJpB4QRkddUbvB1kQduAgDpnhQd4KD47B,4.60966798,460966798,REAL_HOLDER
9fuL2WpNCrtBWpJSuYR9EK4NBsVzpWuTfK2h8fXHLg4N,4.5886241,458862410,REAL_HOLDER
5ET1GccUABbhUcLfJJWD9GhuD9JbmXFqiGpBPxhgPeZ6,4.5654933,456549330,REAL_HOLDER
Cps5a83a715fpTLb36YsyvKSn7dbqVL6mooT6mSxFxqh,4.56008194,456008194,REAL_HOLDER
