owner,amount_ui,amount_raw
9KpjSXdTYGfgDrT5wH4JE3qwr6zheeNCMGXsszKbWSot,0.22818817,22818817
BYxv4tNjz92gupcERsrRXhppBxt8VrhaCYN72JcNhCaM,0.22673911,22673911
9S7qpvdCyKSea8p4HCmuNCjsPbSrCYv3KZ7vt2qfuiN2,0.2267073,22670730
7k4Bf9RNvYCNbXPZhM3uaKhjJtANLwT82WBehHVkWiZZ,0.22463358,22463358
AM2t9fH9LxDKAm9NZKfUXkAwi1U1aHSfttz5ZGqEUT9k,0.22404818,22404818
33waFhGPG8Ci5Cnv1dX59JTGVLsQFD9sAWpk4j8xmQvB,0.22385978,22385978
6QfKebfDvknK56ipbBHZNRYpfiMbSptMSc5p7aYzSQyW,0.22298834,22298834
5vwQiye6NZuXzpRkk4AcfvjnUFd9gGBRHsHxLKujfPqu,0.22284241,22284241
6uyiRiKBovhs25Pfzqt6QbUiWX99eXrmfgtuWRcTxAX6,0.22197371,22197371
BwvYWKCWN49mm5cQ97aiDFWjz5BUHU7bpwgo86hDsrRF,0.22097743,22097743
ESUjKjNeTRhooRPaahaBS8caEBdqVnYiHdUsSHwAJHm6,0.22083083,22083083
827c5TbXRYNPqz5YZjUoCDBLbZj7sK1EC1hm2RUsi2Fa,0.21945789,21945789
69qbbKXD7T9Xe7zPAbf5ExtXQTrUwYsvn9XfvURU8bro,0.2184183,21841830
AfQ1oaudsGjvznX4JNEw671hi57JfWo4CWqhtkdgoVHU,0.21841766,21841766
BMVhnKYCPcexcyuHNnATgVdrk6HSGodUX5sxJ51wgbkU,0.21748707,21748707
4RxCM6yd8C3WbULYnPL8L79hFFQayN6JnfLd4gzYAEJq,0.21740061,21740061
9UpbpCY3nbQTMF4XXnKr4DgwCJBUMLxysXdUJRzZFDiU,0.21635717,21635717
FuKDYSryCSnygbCwdW8NWT9EGsjQY4hkgCbqE9wTrVrP,0.21571346,21571346
7x4MXnMKQMTnV5JXRs8FhBRDdBCt6E7yyyFX18nmuAsZ,0.21569356,21569356
J2Vzj5qePv1fTbq59Xfn2He3QnLVLpewJ3YZLHAw1bGj,0.21410285,21410285
3rRV7vkHCDwGZo6DotaJxPx2aXMVBa9XboFoobKWX15v,0.21368982,21368982
8Qvh7Hq3k3Nxkgi3ApgkTmMwt1uSLhFrPJQTnAyUEp5a,0.2133722,21337220
CyYTFCsksVA2dVqfxypuE99a4bpmsff2AGvH9heVDNgR,0.21279059,21279059
6FQQyf7UcyU86TZC1cmAcfC4a18SJyDggEKtQfTJWmfs,0.21276009,21276009
B5ZqmrmJSzMvY9WAsBxJcVm7wR2JAmow7J5Lv8Re8RYf,0.21233995,21233995
GMfBfVi5CAVfVHn3FoGvxQY7aJeYZLwYLZDenZkBGR2p,0.21221949,21221949
6dFGNSyMYysxxKxWHAoTueu3W74AaA4iyMp4Z2M6wnk2,0.21214809,21214809
A92UcebdXxWmF1iCrAuNCb2Z68g8DddeHMZVMdFhZCDG,0.21189255,21189255
HhjHyZXLbB67p73jn9MT5uo2YR8CwP6G2ghxJN3itoqN,0.21046228,21046228
A9Vsv6BDvkmyJwF5mUteuKHpAnRTXgPX4zWMETdSi1Jd,0.20992167,20992167
8GaqZNbsDBRYX2D1ubvVeCGs6URKiBB4phLSoT6yAfcc,0.20970494,20970494
63pin4nxUA6F1y335iJSMyHQBVDu4VAe8eVEhq6k1gfT,0.20959039,20959039
44JCoTvJCzmP7wC7zaRZDJXmevujHBNtQiJHdE4gMC3J,0.2092839,20928390
8fVkS84v4kHZ6XviNySww8p5tbGoFsNNLXdrLZ8LmZop,0.20915167,20915167
c11sSRAVgzGJDoFecQ61QbGkgHTY5VYhcgxVSwu1iPx,0.20870979,20870979
GPSAUWWemZ8BgEZ2Xhxk3nb4Zwh96hhxU8XceMv1JV8L,0.20870562,20870562
2pUXLZ7bN8mPXuSsJLxeGNWZXxfrfkfjpJ9xdgYhFsPZ,0.20867474,20867474
GseX65s8AanPfvMjFXh5c2mLRdps5GK6vY4u987dWtoG,0.20835618,20835618
9Cydof7JUaUh2NqUAnmcmXrUGSD83gt2WZCJ1G4rwbvo,0.20720822,20720822
CveXgpCmEVwoTKx43GyxsDKPZ91yo1jeCVMizX2SyohB,0.20666528,20666528
8pqtzwAQQqhgbFGuorMfHCEkxvwo9VBTcVVctqdV8RQn,0.20623617,20623617
G37vMarUfLs5vcz1HTKjTjtqBhm1VFLvwgRv2YUSnCVB,0.20615682,20615682
Gw7Nysurvvi8vUZaZtEcW4tboKLrQCdfXShKHeHWBNu8,0.20576899,20576899
FCqideknhnM2GmphJW1zhq7n9RasiRA21PuyGUajE3qo,0.20525755,20525755
F9quucQ5EHaiMYc6KE7jj2VHCA4VA83es7QcyrksDJw5,0.20505438,20505438
2RuWNHPcTD2wM9gZRHwksYdhKT1mJrCnrYcUQxvX57tD,0.20498003,20498003
2LA1z2odcNfseSfSKkktmLkDBsUUX4w9J4rMqXRCid9g,0.20365687,20365687
6Pv4rRCf7j7LcZYWm4Z4Fv4Msifvg64ZmTm3zjCmXQ8N,0.20232747,20232747
Eey8GMHpDEWfYSig2ah838GZ6ys7RgjkUFZZdYRWGX6d,0.20182668,20182668
6WnDvt8X1tf1GUowYGHNyQMkNNinp5685aEPZ7HvkUug,0.20150783,20150783
8fYfDEJBzqmiMt94QERKs32a8jX5Cz1TLE65BNHtfx1U,0.20111376,20111376
ApRnQN2HkbCn7W2WWiT2FEKvuKJp9LugRyAE1a9Hdz1,0.20104421,20104421
4aNB8tuofbdSd712to5ef2Ht6pH6h9nzPAgdvCai5iTw,0.2009245,20092450
HNaJ3ymktbt182bEExsqMgazqSxsqHGLkpNt5bJDi1XC,0.20082793,20082793
53oXQS4thYKMpC2cc4pn8H1HoWb9o1vn7JwvXbQczcVs,0.20073332,20073332
HyyS9n9hiyYJMX9CbxdEAfGACcWPHQh3GuMb7d5y9bx3,0.2,20000000
5XKLr5ijCSHU3kNstVGmnodvTCLSK7CMd6V9kuAF1nKD,0.19951389,19951389
Anxz9QdHZqwDjZibNm7QW1rez2ZADw8VvLWigXkiQZhp,0.19949516,19949516
5JmqiofGbQEuAwJt2JyD5nD7k87tEyB8byvALjFEKns8,0.19818297,19818297
FcSpKFA1CmBjUmL6vC7W5LqfbDFvuMeZ2HTX9D75zx3d,0.19762392,19762392
EcRfVhiFy5gTe2PnKFffyxAmjdXuww6o74CnfDkXq2s5,0.19686486,19686486
4DHzqeN6oRHx9yp8Ck26XV6zZJA79WPmnFC96sJg49Wj,0.19611154,19611154
7NHa1xVJLUmbMp1WTcxvuftNkKbanMdWoLMfxRz1uqay,0.19594813,19594813
6YzsqrmXmQLfxsW83AGu5RGcjs4gGpYmcowJ3KvCZbed,0.19587552,19587552
UNLqDo7YdeGZ9ohhuqV1hVwcXkMQcKVoUJsu2iaGwGJ,0.19416678,19416678
DNY8VBEV9VJjkagH8pb5WufUo7robVLtMQV2suiwgbBu,0.19283992,19283992
DSZ7rBKiAxefhAPPdQapYqXK4jwLPBfjpeJ9tnKFgS1z,0.19283476,19283476
spcaxeds4QvbsoQeXPEbvtHt4tBGqabVrdu4uDbViix,0.1922176,19221760
9hwvrCfC9Zwo7mA4EGidRrC2DrHBZ4rcCGnRWrjezUA4,0.19150787,19150787
6Y8NY4VWUbYRK7rSDLiBrUCgunHmWMk3eUM4VpqcwumZ,0.19139002,19139002
H5Lg86jR8c1yoxUrZoHHY2SARXcnCQhYBRiyx16m7CuD,0.19134301,19134301
BPU43efw2Fmy5rWLMzb3zaWJytVpMBZqEP41VLMwhDNT,0.19128773,19128773
7RhmmcyTW5C4TMJWnNwKoZ3P4T5d1Wm3ZwANbAjcEdAs,0.19064977,19064977
JAA4HfkBWsnCehMvAbv4YwRQDKiqH4mgYT8yMqik3cL2,0.189794,18979400
EWvVGx89hKmd7PLkbbEpBsSQKrT4oDcvsut2Thg8fWhu,0.18955716,18955716
ETSbH4nNTvErr1tPJD4jXHYAejGUZbRmEE6brxUD8LXH,0.1894523,18945230
5tZZRhCVmBpPCwL2ifN7rxWNiWoUvBFqUF7KSkt1KUC1,0.18845867,18845867
D6aBVaqtAbcXra6DThCzuhJAkvGPbqAoKCLtEDWrSApR,0.18760594,18760594
BTU12M9W2NMnVHoRuqX7fJsoNJqwnsxeKQkqaNJohXRT,0.18748755,18748755
FUEEKytyDd4626y1KLKFUD3gNQH2oJpxMoPMXyzK5afr,0.187,18700000
3G2CZuJsDA4bkETYtnEPxCu3FjevqMS5JYpEeF5k9iWB,0.18575384,18575384
ASbU4vVXeNibtTZgzP6rigunDMZx3H97NDDgn2Bt39Uh,0.18520447,18520447
BtrQyYUUfyXe3M2tsEdnRtCABdpJomTL63NoqocBu2MG,0.18513504,18513504
Ccuk2gKG2qd1vVnCsbG5NwqidQT562FzVUbuw3Cb7xEr,0.184641,18464100
EiqsQ1sWsQu27EtxFME5YxeFqSxKq8yv1EU536E2Ce65,0.18408345,18408345
DrbXiJPJwn13MKeNQDBh1YyinYVc4hirGR17REvPAgUw,0.18320663,18320663
4yZGfij8MWFPHXQsG5r17YNWPp6BpqoAs4sC9seg32zP,0.18259761,18259761
H5KBpsi4cubnwJcT31Qf1vgWNJUSUmrFiCybrFfG71pA,0.18209087,18209087
2sJiGqHeMxHroAQRsBZAQbMY8axZoSreYSt9A3p5qsAQ,0.18051596,18051596
3dGAUbwAhKUZeb9VXBfs6X9qhNGp62v641quNw5dM8m7,0.1800602,18006020
5PYdZXVkcuNQT2879jSFFTmiCRzaXvvGdvPcnGcngYmA,0.17999905,17999905
EW4PECsgbjLogZhGb4hnEq6zyK1JC7Wd151MJQkTbg3y,0.17990337,17990337
3jtko748WnUtFqC2A3XTzakcT4BkcCkP8LfZ53ej7t2s,0.17989329,17989329
CmK7LUyCY1STBgowRA7GeaP5FQVYxfaY4BAzoWZcqEFM,0.17884652,17884652
ZfctMHBkZNTqeYGE47ekxtydgXgpo9xKJCAasjaCLTU,0.178447,17844700
6eNpgh3pdsTj344sQFe5odTmJkAMktFCuS2xiN4PbdAD,0.17806431,17806431
Cs5WvJwaHrWpxSTJ4hgGU1X4XNELJaZwpMiE4e9BapQP,0.17720866,17720866
73JFRFvds33SUcbkLWvUTffBqbo5nUeVgtjFM4aGYgkY,0.17695476,17695476
E3xnv7uzFXt6TbTLSkL9sr6feV2e4QKwSgh8URyt2ZZZ,0.17651844,17651844
9S6miCGkvZ5i3YaF45GPSwoHFQj8CSoEEACHLZ45BBav,0.17410476,17410476
CvewaBiiwmZFKu3MNKMmbix4fhaDqkvwv6WxB8hForHj,0.17340033,17340033
3mcJcneH7Hy9TFjYKFVfDswXxKEjEJdzaKS2HKpghHzt,0.17325418,17325418
owgvej2s84jFYoMUKCjBULs8jvEFeTUzXEn2x4aLgnD,0.17325051,17325051
HdZQs2rRbFCVQvpSRnR3s86jMrU9nCY5BV8HG56w8WB5,0.17308002,17308002
3cLTLfHaRrY9EGdctcfVpvGdMduqME4aCz7qr7TsX65v,0.17285381,17285381
DJ1jXc2ea7iH6cdygfaEFegAB7uTVZkpoVswGQ59HmYu,0.17214699,17214699
Fn1TfVtV1rbKRobaSMtjSp8qM2jxD1fRgXb2f4dVgKFy,0.17163976,17163976
39UkPTN6Eo6cdQ1yGucZWrnJkJz9me9BvGdfBif9kz14,0.1691572,16915720
EteZpwcKSBUQDdvtZiQYWbt1pGorzdj25XtB6emF33Ts,0.16876382,16876382
ESodMqWitW85bTA44pgcW4q366mbgXcX5r4RbZxA2yCe,0.16788338,16788338
HaFu4bA5Q9DgcTmt9jXtxJssYe6zhV28whcqiVTtiaoi,0.16705052,16705052
4bsRssGYjhihkBsYEdxyQuVXRBFH5VM65RznDCwrnsEp,0.16695341,16695341
3WvTfeY1KtwnwVzofCCmha2iwiTDFw9wv4j2LUQ4y4jw,0.16678254,16678254
JC1RFrwH4wgu28go3o4FjqLsgEEJdAYRUfLDqutmUtUD,0.16670489,16670489
DHWK5MDSzeu7nhsy15MdFoUttfRKe17Eg4mg2CnrzYtx,0.16631526,16631526
HbQ67j2qbcFNM2AnqhuSEsgEZ6Mv7DLrj8jEQydWoKqo,0.16579055,16579055
2DFr3azy72ea6JwNGvkdaS7pHfdqaXtURe4rzs5FwvFs,0.16570602,16570602
H8jQTnXqbyZ9keygdQDmonbEN8Ttxb3Cq4cBzxGk5cgQ,0.1654414,16544140
DudGPrPBUNJxJcbc2ZUaf1xhEU8RSrPbqH8SYicX4KZZ,0.16528603,16528603
4r38Y6GV8BddTrXE2HBWtBtDermSXWeUMi4nfyXpbSsg,0.16510613,16510613
7YourA6BjMAGGk6Q86F5t3k3UUWX3pSf1NQ1y3FAyXSK,0.16507664,16507664
H3SJq2npgZs286mrPqNkeqW2NxLC2dEidH5SvAe8DgGP,0.16498025,16498025
3A3KsWngsBqo4n5Uv2wmhi8fS2pQKQFCP6dnCAJxLJyr,0.16472807,16472807
BcAFjP9EfobgoiLAmzEYE2PXSWhmVddzgbwqf7RcQmRP,0.16464353,16464353
3RZ9nrfcScrDEsS9N2Ej85taK7Roi76m39d4rvZoNhcj,0.16436185,16436185
4Funb5QKtUsptSMYnrznVd744HuBwdMcZzsbkTh6LnFu,0.16395694,16395694
ATMG4RSiEJLXnSjqfAKFETNXZV4LPTWDdBVa86aQ2zCt,0.16379129,16379129
FHsS1vnWtjoP5HYa3Pphjeuo9YxbYvX9czioudHjFfT1,0.16359562,16359562
GRkZsraY19CbxjhPWeDKvEhUqc5DHeXkr8sh4kQDwCq3,0.16332571,16332571
45CAd2Nn5pwbRZYA7ZTpcjXfmEhfji8q27mNEQPQ5dJ5,0.16325514,16325514
taHpjs1vtkbCSQCTf2cAwH1dLx7L46wW8U967GoSTtr,0.16298391,16298391
4c2e1aNDYZgaUW1JQfqdX3L1Wi7qgQEzg9Lag4ShrNDM,0.1628426,16284260
4wkqcn1nraYLHsiRnMHBsxJqywjFkExa6SV8wangdbGx,0.16253248,16253248
wWDq5RBTZoQy8BVa1UM8eX8LPz7bJ7Wrn7EKLN9iQzu,0.16206927,16206927
H9w4cGPWGHqK17pcWb42yYN9XAVgVmwrhqKBG4dNFz1w,0.16205487,16205487
5QCr7sdrUAR1bVmimT9Ynj6shgaMtjvDAvYpUMgZsjzU,0.16196175,16196175
AMtbuyJNABYF4UfCGmuSKZt31YpKXe9PpnzSRS9YGU5W,0.16182961,16182961
3URby2Ex2q1y3US7Wmwm4TAUV1Bt8kZJ6GjnMXzfFYRC,0.16177154,16177154
CLaTD8WfuuHtBHDdNt8hBdfd8oMDsvbFmyhKmopqRS8P,0.16156289,16156289
G4pLDuoxsi8akksGMemcs53mwEjgMJZWL85yy3dL9H96,0.16113223,16113223
DDD3qDwC9LYATXhPrCNVQAHRvd61J63zdKdDMyKTo668,0.16105034,16105034
DV2JqoyZWs7LKcVBr15pzh7Na8GrJpzLDegMaCzpqJ7P,0.16100295,16100295
7JLugZDRpGCDQKWP7vbnWgxGXch1vvbZzrMGk5QZzi6x,0.16072744,16072744
G6m4VpZtyHVVWN2PY67PiGyR7Hs71gpPFo6MiigyhEs5,0.16034345,16034345
wBSFVqaL9fu2ZkMWApERt4XKRSnN9XyAbnbAtHEUwo4,0.16024323,16024323
6Rhd3cWBME7KMsn9Xc1UZeuQp8RDVEcU17hX72YAqhho,0.16015296,16015296
8755pknPaiaAgxk2XLudF7qU1n3KDobHMY7r4tsSA2qV,0.15993513,15993513
6WbV5umsYeE8x22nifEyURWfkqz47e11K737jSfxWJ2A,0.15983192,15983192
8Vzvwss6RdcJ7PMW5o5MH8uvG4L3J6ramTqp1iRkK4at,0.15983045,15983045
3AFKpfsTfy1DKbER4AXE5nNYjjDhb1wFKm4gK7KixZNa,0.15966449,15966449
FJQQEx2g6yggiJZD6ieWW259iB8ggALHQFJUg2QxPypF,0.15874243,15874243
8AwynFb3FRCctzTeGyiESXs9BfkuhLBcto3k9Aki3aE3,0.15856622,15856622
5Sm3p4fEyUoSygC26DwpkKU8GLbAPJQQ7ChDFEXy3PLM,0.15853795,15853795
AiLwAtCzPnQh6GnJ1UiMi9vqNniV3QyTM4rueKYNjPwN,0.15822726,15822726
FzZrLH4ierpQJkSybAudo1apQeqXsj3wY5D8QbQFVAzs,0.1582206,15822060
BZiPU4ik8bH3fpaJFbHRoNd4z7gkkSNEterfjHaRZZ8C,0.15778082,15778082
EsXJQ9DF8zo53RurCy3gePqqDyZu6k3AtL4hYPr2qbm6,0.1576147,15761470
JDkpkXHHzVuHv16NutFVp4WkGLa4kFfwUgu6CUVoswMD,0.1574763,15747630
6CzZKY7shiCxNP1gGVUM4QPEbLKx6NY5WzEokgMAj61h,0.15741057,15741057
2mGA9YmRB43zRrWVgWmxWF54SfMMu382UampiNBfPa4J,0.15690304,15690304
7j5bdSE2k4xcqvCEjK223CFTeDvLMPskXYJKj3ZgtPaL,0.15675825,15675825
Fb5Ujag1dUNKTihzXF92yzNAVGuRMQ9sLra25QPZS1RT,0.15668238,15668238
8KTJQYchKQR2T7HDVSqVdi5c4DXWbV85qatvBM3EQgLK,0.15662423,15662423
HxjRbFLyW8hw6s3Sdptb8BaMSoZx2yi1tu4Vob7waxhL,0.15653985,15653985
33fEDsDRJRhW8ZrALMNMAavxBm4YLmPHyvFzT1SQCFYP,0.15638797,15638797
BpPtWTLqsbUdypt6yVnTWUZduCzRdDXhJmW1daeWMgj1,0.15620213,15620213
BAx1P1BB9hWVF5dhA3v2aeMVtw5K5cqg3XL7cJFWuYFu,0.15561783,15561783
5V8vGxNgauS9gmnR4VeWxsPaESawM5vXF8jiaGx1scbh,0.15549176,15549176
4NZ1cxctuN7kw5wrVrhtVr2DRty6yfENckjJjy75KsoT,0.15544884,15544884
Hvg2LFHdYbe221DbEb86pJuqiUFD1CicUsoD5q2ekcTJ,0.15495855,15495855
6ebNVsLQxuaFxU3qxU5CeCFpPXccokTA5NeAcLo4LYvA,0.15467658,15467658
8hk6Yv4Zby58tgT81XcPFucRMed9B5WNH1Cj7oX3YZPH,0.15456316,15456316
8nCVZS4Mp6kzohohd9R4GTsepUkmo6zi1fcrZXYBf6E7,0.15434194,15434194
FieonkFUT3tp7AQ3dxR8Lqwx74N3yRAnuPW8Kgap29yT,0.15391912,15391912
3mgFCaeMYAd9kK26Lx7xvwRR1wNJ1JazgWRTwBiZBeJD,0.15364602,15364602
4fCRH5VQS6uWk1g2RyPx2G5pZnZPeAuACsV6xCmM8XRK,0.15348341,15348341
BEdBz1aoYaiWHqPm3c8EvtNUpoJNrbZwHis3AWX5EPsv,0.15340165,15340165
DNeDwcbQBfjg8dFHRZD57cv6U6vuJnkZkEK3Mj8FRDzA,0.15335212,15335212
9M4CB4TY297fd7EgTatMpKvftBsZHeyUCU3USj5LXvXW,0.15330343,15330343
GcD67YfumFpGnkQFcvZ3E4qVNUe2VVZonAZUUZaF54mq,0.15322718,15322718
5k7dZmvU8S3Zbq5ffht5LW9znkuN7NJmiLajFhGHd9vj,0.15305109,15305109
GpwvqmeXxQUNf6KNKqUiLHgowyProjSfUr9gB6Kj6AVJ,0.15260261,15260261
9GXMd1v23CvY7wV8oc1KQsrajgHvAkByxTB4qFk3P9uC,0.15212566,15212566
8w5rKABBM7YheaEqCfMKCrtxjUAWN4t6dgjHvaqibwDs,0.15203244,15203244
9z9VKgokagiCirQFsRnyjKHAiLz8exjsekupcBAMuucY,0.15188812,15188812
BQ8cZvx8W9t8194uyBgUk7N1krBjCGAsUNrPNjLxC5Cp,0.15180448,15180448
Arpt8VaPQPku7gVtA9pe3QYRUvzBnBwPy2F7trmYhfVf,0.15179878,15179878
4gieArZVMVUTE5J7DnqKZ4Ft2gv9rFYNzvGvYE617DWD,0.15153578,15153578
9mQw5eVWKxN4RtiWEVzVz3PXNC55f1SPXd5wBnLQ59F4,0.15137466,15137466
2xCKVe8QDtE4DHoPRywbmTKEJCjYeHRCvM5wp7HXBovL,0.151362,15136200
8Bs2QsH8CAgLBHMB7UnSDqiPrC2EnhNED1bp4M89ZiyQ,0.15112376,15112376
6JWoqcg3AiSeHy3E3V74qqxmUBLh2FY1xf84ZFGruNb9,0.15067962,15067962
AqGaQs3pFG3Krj58QemayRssw3pUAS5b7wMYvNmY5G6L,0.15067515,15067515
GwaoqkUX7WCUFdfVXnVc2sT2MbyHfTu4tkuUduz9JGVy,0.15058757,15058757
BrS7BiKX62LdqFvey8p8iLUrhX8kcWbKNQkCmitpEpqr,0.15039164,15039164
54aCewGXt5rniyBUyQLwd4ARHBuT1U96E9PSj6WXZ3Fe,0.15014133,15014133
EZqqaUntRuXsg9uzB2tMeYdThfVFW16GcZ3WFa63hSwG,0.15000289,15000289
kybrgMqALt2HbnFW3GzSx41MmQQYgkAPt1WpnbhgztR,0.14981578,14981578
9GsLem7C5jS6BwZqjuWiDFTs4D38RiWRPmkEzw39DwzH,0.14975229,14975229
CGD21VfEc5C2SEGoiNh75b4B44KJzg1MbMFj22aaEbpn,0.14966564,14966564
8V4v1QS1qjoQW4fShxjR4dbSkVQi5SMy5h2eapdWpMpw,0.1493469,14934690
KLikLF74Eemoo4mySPVChFmKqSdFD9DSi6f79A4p9C5,0.14930621,14930621
93S345d1ayxL9UWM9Z9FJFqLEDELxWsUenKKSYQwiuwj,0.14909857,14909857
7eFMd1HYH8hmP2Qi4RPVktSE67R2cipanUakfeyEyHq5,0.14866918,14866918
CbS7XKNmVtUraPrX2RShkqCGJgV4WjnMBe5UTBYPE7Qq,0.14858382,14858382
EeBuc68E1gxzo2BHSMnwB9ybrvVF1ctta2LJ445pGnj,0.148519,14851900
FAHzjKpcjLsLPj3xDULC8LQ6D6fjSAmZsntZArwZFUPK,0.14805301,14805301
EWEzCSZsGfirEhBdNBch4f3P461NwUmeyj2izNgEPD89,0.14803765,14803765
8Fa7vZeS5V1Bhbt8BRCVtejAGqKoAhN4Lma4hm5SYq2P,0.14793828,14793828
DNPr4nXdWG4yFBDn5SiTDUcCraGBN5wpzUjPNqk5DgwF,0.14784525,14784525
Dhk7kKhm6VNY9PpmgqSQLFZ8dWkLDitMPzWFBts2eZ23,0.14781571,14781571
6LGzdcQjdNfims9yKjMrmGyQr9ggQRDfWnPPHzyZvcWz,0.14780933,14780933
8AHtF2TQ99iQnsU6qEJBnYm26gRA2ny4MwnPK1Xe6RkV,0.14761199,14761199
G7wZQWYPPAKRXQuaxxYmz5qzmaiR9tw1BiMiNpSNPDWe,0.14722867,14722867
GePUzDvNqeAhE72i3jsy6Ce3XuHPjKc14jegzRAqfMHF,0.1470943,14709430
HsbEup5Q3HExs776GwZJcTyax3ycxXqLrqF1p2u8g8Lo,0.14679924,14679924
EMUpekS4T7HHCDtg1HfY6nHy6itpmdzTK5sHwSBeoC8e,0.14641518,14641518
3vvBrHyMuA311ez5pYdjNiLHv3mNxCgQv7yk9P62xdfv,0.14604328,14604328
FTXzh9eWj7yUwE6LcqofuH4fjyoRQdte1XHHGCprMhu5,0.14602213,14602213
AB1hLp4geMTuckCn7VSHRiCTvFvSBg6vBw8zW4pFXGZU,0.14587773,14587773
B45zXZuqqYD8zUKQNNKeTsmuN1H29xcKgnEmhaHpePmf,0.14579208,14579208
7MD7asfXWwFeWVJCmRS6jfnj9k3AJwWLY7NFcUpX7Re,0.14572075,14572075
B9A57Zw2arrtV4x8yoyaFGwu7JQyWukSkpvN8ECGkArk,0.14524826,14524826
3DuAUxwm4qesic9nCQAVo9gKV8pam4XiPabcViQJxBaH,0.1450397,14503970
7F7Dy9EuHByBXZYbeMh51tHjHLc6e1SNz2cvRDkCbseC,0.14502307,14502307
3ouXazSusTY2h1fqdjR42M6xdsqmbhWRgJ1WQ289o2VL,0.14393251,14393251
DUwd1EHWaD6bjwyPsgGy2DDuJG1Z2MRjopQV3osWCcLp,0.14388494,14388494
HHQXyoWqHTHdSZdNstaZb17cUEVYGKqcxnp7FK9BTTks,0.1438,14380000
8sYmZVo55SEq9J4NzksFvRSBaaApQ9P8L4gMmJif5zLG,0.14349502,14349502
FyrJYv34aPxYeF9g498ursg9V4Wiqkx7JYRuKTqnwaJC,0.14334852,14334852
EH4TMqpiKS9artba1SP57HKKPsUxEM7eLs8VjboKwmXQ,0.14331371,14331371
28e1p2F2LyvM5zshEnnGvfvmRQzdtfyDgNmZGEUkNw8g,0.14328326,14328326
352Cjg7gvjZfCXJq2B2W4zpKTKWpkDkVbyzhZcmSsPbS,0.14279399,14279399
FTam5s4iMrVHQbaG6ZEJMXhE3uUkumXDkrwi9JyoXEZg,0.14271237,14271237
61ffshvjkg3EVPfPp15kA6c3Q1jPDBUDRiNmmGWs4uuT,0.14270252,14270252
9MVjvxQhxJivzxkBS2cMryxkc2NmMxvFUZEgVyr5cQRv,0.142694,14269400
5W5vnVSX7NjaghpfMf1jyvtcQNyRffk7hDZS67rKXQpW,0.14219381,14219381
7AL7AX18uityFuwGoe1bMuJn3qUfTyCNoAWEGF6mw7Zz,0.14218234,14218234
Hu3cSJNs119HhyZRaQMtmafAX1axLhBLeFdJcgb8iQz2,0.14199057,14199057
7s4qT9tePRWc2cdhRdCmngyoF29WhCG9B1p6xq5pR7X,0.14142439,14142439
ER9x8HcnJjMi5T3m9u6gnPiKqgKbszCJ34rAxnQuW5KA,0.14106346,14106346
DUqU2WvSVoDBng1dH9bhPjB13zToXw5rShBweckDKWV8,0.14019974,14019974
2BwCHV2jf7TPSvtzPC2Ye5TosVY57gg8GJWv8duKHf8X,0.13944796,13944796
2m47ZSZUB5isQLr1nWPCgZcYi692Dotf3F3PC2t7mTuT,0.13941851,13941851
45fsfJkGxfZA8eBt2WbJf3eHXdgYRMYq3E6Vm7kHQvRF,0.13902064,13902064
BsBwk4ixcCjZN2jdaBJmzhKjC1S6mQqNmj3YMyg5edjN,0.13863907,13863907
6J2J2ijtqg5VxDJXP7ZXjxkxbiHUthDnoSX2LXbsSeJV,0.13757828,13757828
6PwRypfnKgn4mqCysV1LhShMVSLXtW6RfHW4ykwuDhH7,0.13738064,13738064
BXjUsk2j4F6orkuopogm3kkyizJD8njUgjJ3hREZVzgq,0.13737132,13737132
2rUhL3cHxdyLwthfMka6Moy5mRpVtEZmrnyBpAqr973k,0.13704816,13704816
DKgvpfttzmJqZXdavDwTxwSVkajibjzJnN2FA99dyciK,0.13693848,13693848
7VgKqLFHfzbWdiuGnefdQoxfFbCg3FPLMXSmnM4Se3YZ,0.13661981,13661981
8p1CRKHXsrzqi5tbThboHEoFi9cdaFpHojc4ZHRcS632,0.13604105,13604105
HeGffZqFhB9euhind4aJFWy8waLCppTkie4gvW8bQhzp,0.13564144,13564144
RxReV9H2DWtw9VDYouR4DcVbzFP42svWJtf4cwYQWAm,0.13491016,13491016
AQ1XnY8H6xz4M1CXYqQyjTzLViyB7UhaXhCvXN2AQPzP,0.13488723,13488723
4qi2GhhEVU24Gp7X4DuzAbPXnCVBVWpqgrfHcAJoCapF,0.13444305,13444305
Fw93aRS1hV1B6Pemb2DpnqfJMMbB3hVHBCwiZFnhyZCL,0.13427139,13427139
D1Vwcsmz9yWFxWCqDHzMhGwXgmHSLXC4g9yqJpzC9BR9,0.13398772,13398772
FGefrmAZgiHv1YKguRR3oGJkHSXBeDEBJ6KTetcCEaVu,0.13376381,13376381
GeFWe4thYi8ncHdUJVgaAKLzrbpe81rER4ArBretire,0.13323654,13323654
HiPXcELxpB2HBAPxAu7x9PrwRtyaMPzBmGFT4SbAj3Qr,0.13244384,13244384
CSSHY2CiFrByBt4Y4R8ngQ2rTL57TvHVg4p6qRvoH6Ht,0.13241214,13241214
Erz7kxMzCh4wbszLrYJELhc1wnBdf4X4ww253jYwFCkL,0.13233313,13233313
2q4KtwFx429f3do5PEZL4atvWYgHTs5FAW2o7epYCvWu,0.13193279,13193279
